hotelid,roomamenities,roomtype 
56,"Free toiletries, Shower, Hand Towel, Bathroom, Mini bar, High chair, Carpeting, Mirror, Air conditioning, On-demand movies, DVD/CD player, Ironing facilities,",Lanai
56,"Free toiletries, Shower, Hand Towel, Bathroom, Mini bar, High chair, Carpeting, Mirror, Air conditioning, On-demand movies, DVD/CD player, Ironing facilities,",Lanai
56,"Free toiletries, Shower, Hand Towel, Bathroom, Mini bar, High chair, Carpeting, Mirror, Air conditioning, On-demand movies, DVD/CD player, Ironing facilities,",Lanai
56,"Free toiletries, Shower, Hand Towel, Bathroom, Free bottled water, Umbrella, Sofa, Free welcome drink, Air purifier, Extra long bed, Clothes dryer,",Studio
56,"Free toiletries, Shower, Hand Towel, Bathroom, Free bottled water, Umbrella, Sofa, Free welcome drink, Air purifier, Extra long bed, Clothes dryer,",Studio
56,"Free toiletries, Shower, Hand Towel, Bathroom, Free bottled water, Umbrella, Sofa, Free welcome drink, Air purifier, Extra long bed, Clothes dryer,",Studio
56,"Free toiletries, Shower, Hand Towel, Bathroom, Free bottled water, Umbrella, Sofa, Free welcome drink, Air purifier, Extra long bed, Clothes dryer,",Studio
56,"Free toiletries, Shower, Hand Towel, Bathroom, Free bottled water, Umbrella, Sofa, Free welcome drink, Air purifier, Extra long bed, Clothes dryer,",Studio
56,"Free toiletries, Shower, Hand Towel, Bathroom, Complimentary tea, Laptop workspace, iPod docking station, Internet access – wireless, Free welcome drink, Video game console,",Single Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Complimentary tea, Laptop workspace, iPod docking station, Internet access – wireless, Free welcome drink, Video game console,",Single Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Complimentary tea, Laptop workspace, iPod docking station, Internet access – wireless, Free welcome drink, Video game console,",Single Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Complimentary tea, Laptop workspace, iPod docking station, Internet access – wireless, Free welcome drink, Video game console,",Single Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Complimentary tea, Laptop workspace, iPod docking station, Internet access – wireless, Free welcome drink, Video game console,",Single Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Mini bar, Fan, Slippers, Cleaning products, Washing machine, Sewing kit, Linens,",Twin Double Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Mini bar, Fan, Slippers, Cleaning products, Washing machine, Sewing kit, Linens,",Twin Double Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Mini bar, Fan, Slippers, Cleaning products, Washing machine, Sewing kit, Linens,",Twin Double Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Mini bar, Fan, Slippers, Cleaning products, Washing machine, Sewing kit, Linens,",Twin Double Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Mini bar, Fan, Slippers, Cleaning products, Washing machine, Sewing kit, Linens,",Twin Double Room
56,"Free toiletries, Shower, Hand Towel, Bathroom, Slippers, Closet, Dishwasher, Clothes dryer, Bathroom phone, Cleaning products, High Speed Wireless Internet (wifi), Toiletries,",President Suite
56,"Free toiletries, Shower, Hand Towel, Bathroom, Slippers, Closet, Dishwasher, Clothes dryer, Bathroom phone, Cleaning products, High Speed Wireless Internet (wifi), Toiletries,",President Suite
56,"Free toiletries, Shower, Hand Towel, Bathroom, Slippers, Closet, Dishwasher, Clothes dryer, Bathroom phone, Cleaning products, High Speed Wireless Internet (wifi), Toiletries,",President Suite
56,"Free toiletries, Shower, Hand Towel, Bathroom, Slippers, Closet, Dishwasher, Clothes dryer, Bathroom phone, Cleaning products, High Speed Wireless Internet (wifi), Toiletries,",President Suite
56,"Free toiletries, Shower, Hand Towel, Bathroom, Slippers, Closet, Dishwasher, Clothes dryer, Bathroom phone, Cleaning products, High Speed Wireless Internet (wifi), Toiletries,",President Suite
57,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Bathrobes, Satellite/cable channels, Hot tub, Wi-Fi in public areas, Pets allowed in room, Full kitchen, Smoke detector, Fan,",Quad Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Bathrobes, Satellite/cable channels, Hot tub, Wi-Fi in public areas, Pets allowed in room, Full kitchen, Smoke detector, Fan,",Quad Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Bathrobes, Satellite/cable channels, Hot tub, Wi-Fi in public areas, Pets allowed in room, Full kitchen, Smoke detector, Fan,",Quad Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Bathrobes, Satellite/cable channels, Hot tub, Wi-Fi in public areas, Pets allowed in room, Full kitchen, Smoke detector, Fan,",Quad Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Bathrobes, Satellite/cable channels, Hot tub, Wi-Fi in public areas, Pets allowed in room, Full kitchen, Smoke detector, Fan,",Quad Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Carbon monoxide detector, Hair dryer, Fireplace, In-room tablet, Locker, Sewing kit,",Duplex Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Carbon monoxide detector, Hair dryer, Fireplace, In-room tablet, Locker, Sewing kit,",Duplex Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Carbon monoxide detector, Hair dryer, Fireplace, In-room tablet, Locker, Sewing kit,",Duplex Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Carbon monoxide detector, Hair dryer, Fireplace, In-room tablet, Locker, Sewing kit,",Duplex Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Carbon monoxide detector, Hair dryer, Fireplace, In-room tablet, Locker, Sewing kit,",Duplex Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Free instant coffee, DVD/CD player, Wi-Fi in public areas, Alarm clock, On-demand movies, Telephone, Free welcome drink,",President Suite
57,"Free toiletries, Shower, Hand Towel, Bathroom, Free instant coffee, DVD/CD player, Wi-Fi in public areas, Alarm clock, On-demand movies, Telephone, Free welcome drink,",President Suite
57,"Free toiletries, Shower, Hand Towel, Bathroom, Free instant coffee, DVD/CD player, Wi-Fi in public areas, Alarm clock, On-demand movies, Telephone, Free welcome drink,",President Suite
57,"Free toiletries, Shower, Hand Towel, Bathroom, Free instant coffee, DVD/CD player, Wi-Fi in public areas, Alarm clock, On-demand movies, Telephone, Free welcome drink,",President Suite
57,"Free toiletries, Shower, Hand Towel, Bathroom, Free instant coffee, DVD/CD player, Wi-Fi in public areas, Alarm clock, On-demand movies, Telephone, Free welcome drink,",President Suite
57,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [charges apply], Dishwasher, Clothes dryer, Complimentary tea, Fan, Umbrella, Soundproofing, Wake-up service, On-demand movies,",Single Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [charges apply], Dishwasher, Clothes dryer, Complimentary tea, Fan, Umbrella, Soundproofing, Wake-up service, On-demand movies,",Single Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [charges apply], Dishwasher, Clothes dryer, Complimentary tea, Fan, Umbrella, Soundproofing, Wake-up service, On-demand movies,",Single Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [charges apply], Dishwasher, Clothes dryer, Complimentary tea, Fan, Umbrella, Soundproofing, Wake-up service, On-demand movies,",Single Room
57,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [charges apply], Dishwasher, Clothes dryer, Complimentary tea, Fan, Umbrella, Soundproofing, Wake-up service, On-demand movies,",Single Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Refrigerator, Hair dryer, High Speed Wireless Internet (wifi), In-room tablet,",Lanai
58,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Refrigerator, Hair dryer, High Speed Wireless Internet (wifi), In-room tablet,",Lanai
58,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Refrigerator, Hair dryer, High Speed Wireless Internet (wifi), In-room tablet,",Lanai
58,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Refrigerator, Hair dryer, High Speed Wireless Internet (wifi), In-room tablet,",Lanai
58,"Free toiletries, Shower, Hand Towel, Bathroom, Mosquito net, Refrigerator, Hair dryer, High Speed Wireless Internet (wifi), In-room tablet,",Lanai
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Dishwasher, Free bottled water, Hot tub, Sewing kit, Additional bathroom, Internet access – wireless, Blackout curtains, Dart board,",Queen Bed Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Dishwasher, Free bottled water, Hot tub, Sewing kit, Additional bathroom, Internet access – wireless, Blackout curtains, Dart board,",Queen Bed Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Dishwasher, Free bottled water, Hot tub, Sewing kit, Additional bathroom, Internet access – wireless, Blackout curtains, Dart board,",Queen Bed Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Dishwasher, Free bottled water, Hot tub, Sewing kit, Additional bathroom, Internet access – wireless, Blackout curtains, Dart board,",Queen Bed Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathrobes, Dishwasher, Free bottled water, Hot tub, Sewing kit, Additional bathroom, Internet access – wireless, Blackout curtains, Dart board,",Queen Bed Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Toiletries, Ironing facilities, Shoeshine kit, Blackout curtains, In-room safe box, Sofa,",Quad Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Toiletries, Ironing facilities, Shoeshine kit, Blackout curtains, In-room safe box, Sofa,",Quad Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Toiletries, Ironing facilities, Shoeshine kit, Blackout curtains, In-room safe box, Sofa,",Quad Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Toiletries, Ironing facilities, Shoeshine kit, Blackout curtains, In-room safe box, Sofa,",Quad Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Toiletries, Ironing facilities, Shoeshine kit, Blackout curtains, In-room safe box, Sofa,",Quad Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathroom phone, Toiletries, High Speed Wireless Internet (wifi), Seating area, Wi-Fi [free], Clothes dryer, Mirror, Separate dining area,",Duplex Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathroom phone, Toiletries, High Speed Wireless Internet (wifi), Seating area, Wi-Fi [free], Clothes dryer, Mirror, Separate dining area,",Duplex Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathroom phone, Toiletries, High Speed Wireless Internet (wifi), Seating area, Wi-Fi [free], Clothes dryer, Mirror, Separate dining area,",Duplex Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathroom phone, Toiletries, High Speed Wireless Internet (wifi), Seating area, Wi-Fi [free], Clothes dryer, Mirror, Separate dining area,",Duplex Room
58,"Free toiletries, Shower, Hand Towel, Bathroom, Bathroom phone, Toiletries, High Speed Wireless Internet (wifi), Seating area, Wi-Fi [free], Clothes dryer, Mirror, Separate dining area,",Duplex Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Closet, In-room tablet, Heating, Wi-Fi [free], Bathroom phone, Cleaning products,",Queen Bed Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Closet, In-room tablet, Heating, Wi-Fi [free], Bathroom phone, Cleaning products,",Queen Bed Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Closet, In-room tablet, Heating, Wi-Fi [free], Bathroom phone, Cleaning products,",Queen Bed Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Closet, In-room tablet, Heating, Wi-Fi [free], Bathroom phone, Cleaning products,",Queen Bed Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Closet, In-room tablet, Heating, Wi-Fi [free], Bathroom phone, Cleaning products,",Queen Bed Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Free Wi-Fi in all rooms!, Full kitchen, High floor, Washing machine, Air purifier, Satellite/cable channels, Slippers,",Apartments
59,"Free toiletries, Shower, Hand Towel, Bathroom, Free Wi-Fi in all rooms!, Full kitchen, High floor, Washing machine, Air purifier, Satellite/cable channels, Slippers,",Apartments
59,"Free toiletries, Shower, Hand Towel, Bathroom, Free Wi-Fi in all rooms!, Full kitchen, High floor, Washing machine, Air purifier, Satellite/cable channels, Slippers,",Apartments
59,"Free toiletries, Shower, Hand Towel, Bathroom, Free Wi-Fi in all rooms!, Full kitchen, High floor, Washing machine, Air purifier, Satellite/cable channels, Slippers,",Apartments
59,"Free toiletries, Shower, Hand Towel, Bathroom, Free Wi-Fi in all rooms!, Full kitchen, High floor, Washing machine, Air purifier, Satellite/cable channels, Slippers,",Apartments
59,"Free toiletries, Shower, Hand Towel, Bathroom, Cleaning products, Internet access – wireless, Clothes rack, Fire extinguisher, Separate living room, Smoke detector, Alarm clock, Daily housekeeping, Interconnecting room(s) available, Free instant coffee,",King Bed Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Cleaning products, Internet access – wireless, Clothes rack, Fire extinguisher, Separate living room, Smoke detector, Alarm clock, Daily housekeeping, Interconnecting room(s) available, Free instant coffee,",King Bed Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Cleaning products, Internet access – wireless, Clothes rack, Fire extinguisher, Separate living room, Smoke detector, Alarm clock, Daily housekeeping, Interconnecting room(s) available, Free instant coffee,",King Bed Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Cleaning products, Internet access – wireless, Clothes rack, Fire extinguisher, Separate living room, Smoke detector, Alarm clock, Daily housekeeping, Interconnecting room(s) available, Free instant coffee,",King Bed Room
59,"Free toiletries, Shower, Hand Towel, Bathroom, Cleaning products, Internet access – wireless, Clothes rack, Fire extinguisher, Separate living room, Smoke detector, Alarm clock, Daily housekeeping, Interconnecting room(s) available, Free instant coffee,",King Bed Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Whirlpool bathtub, Bathrobes, Hair dryer, Scale, Humidifier, TV,",Quad Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Whirlpool bathtub, Bathrobes, Hair dryer, Scale, Humidifier, TV,",Quad Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Whirlpool bathtub, Bathrobes, Hair dryer, Scale, Humidifier, TV,",Quad Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Whirlpool bathtub, Bathrobes, Hair dryer, Scale, Humidifier, TV,",Quad Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Whirlpool bathtub, Bathrobes, Hair dryer, Scale, Humidifier, TV,",Quad Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Complimentary tea, TV, Wardrobe or closet, Carpeting, Video game console, Desk, Dart board, Humidifier, Kitchen,",Twin Double Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Complimentary tea, TV, Wardrobe or closet, Carpeting, Video game console, Desk, Dart board, Humidifier, Kitchen,",Twin Double Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Complimentary tea, TV, Wardrobe or closet, Carpeting, Video game console, Desk, Dart board, Humidifier, Kitchen,",Twin Double Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Complimentary tea, TV, Wardrobe or closet, Carpeting, Video game console, Desk, Dart board, Humidifier, Kitchen,",Twin Double Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Complimentary tea, TV, Wardrobe or closet, Carpeting, Video game console, Desk, Dart board, Humidifier, Kitchen,",Twin Double Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Trouser press, Coffee/tea maker, Free bottled water, Electric blanket, Cleaning products, Pets allowed in room,",Apartments
60,"Free toiletries, Shower, Hand Towel, Bathroom, Trouser press, Coffee/tea maker, Free bottled water, Electric blanket, Cleaning products, Pets allowed in room,",Apartments
60,"Free toiletries, Shower, Hand Towel, Bathroom, Trouser press, Coffee/tea maker, Free bottled water, Electric blanket, Cleaning products, Pets allowed in room,",Apartments
60,"Free toiletries, Shower, Hand Towel, Bathroom, Trouser press, Coffee/tea maker, Free bottled water, Electric blanket, Cleaning products, Pets allowed in room,",Apartments
60,"Free toiletries, Shower, Hand Towel, Bathroom, Trouser press, Coffee/tea maker, Free bottled water, Electric blanket, Cleaning products, Pets allowed in room,",Apartments
60,"Free toiletries, Shower, Hand Towel, Bathroom, Fan, Free welcome drink, Linens, Mirror, Carbon monoxide detector, Sofa,",Single Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Fan, Free welcome drink, Linens, Mirror, Carbon monoxide detector, Sofa,",Single Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Fan, Free welcome drink, Linens, Mirror, Carbon monoxide detector, Sofa,",Single Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Fan, Free welcome drink, Linens, Mirror, Carbon monoxide detector, Sofa,",Single Room
60,"Free toiletries, Shower, Hand Towel, Bathroom, Fan, Free welcome drink, Linens, Mirror, Carbon monoxide detector, Sofa,",Single Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dishwasher, Fireplace, LCD / LED Television with Satellite Channels, Sofa, Ironing facilities, Trouser press,",Duplex Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dishwasher, Fireplace, LCD / LED Television with Satellite Channels, Sofa, Ironing facilities, Trouser press,",Duplex Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dishwasher, Fireplace, LCD / LED Television with Satellite Channels, Sofa, Ironing facilities, Trouser press,",Duplex Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dishwasher, Fireplace, LCD / LED Television with Satellite Channels, Sofa, Ironing facilities, Trouser press,",Duplex Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dishwasher, Fireplace, LCD / LED Television with Satellite Channels, Sofa, Ironing facilities, Trouser press,",Duplex Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [free], Clothes dryer, Refrigerator, Blackout curtains, LCD / LED Television with Satellite Channels, Heating, Linens, Kitchen,",Hollywood Twin Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [free], Clothes dryer, Refrigerator, Blackout curtains, LCD / LED Television with Satellite Channels, Heating, Linens, Kitchen,",Hollywood Twin Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [free], Clothes dryer, Refrigerator, Blackout curtains, LCD / LED Television with Satellite Channels, Heating, Linens, Kitchen,",Hollywood Twin Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [free], Clothes dryer, Refrigerator, Blackout curtains, LCD / LED Television with Satellite Channels, Heating, Linens, Kitchen,",Hollywood Twin Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Wi-Fi [free], Clothes dryer, Refrigerator, Blackout curtains, LCD / LED Television with Satellite Channels, Heating, Linens, Kitchen,",Hollywood Twin Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dart board, iPod docking station, Free instant coffee, Laptop workspace, On-demand movies, High floor,",Triple Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dart board, iPod docking station, Free instant coffee, Laptop workspace, On-demand movies, High floor,",Triple Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dart board, iPod docking station, Free instant coffee, Laptop workspace, On-demand movies, High floor,",Triple Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dart board, iPod docking station, Free instant coffee, Laptop workspace, On-demand movies, High floor,",Triple Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Dart board, iPod docking station, Free instant coffee, Laptop workspace, On-demand movies, High floor,",Triple Room
61,"Free toiletries, Shower, Hand Towel, Bathroom, Smoke detector, Satellite/cable channels, Private entrance, Sewing kit, Clothes rack, Seating area, Hair dryer, Slippers, DVD/CD player,",Studio
61,"Free toiletries, Shower, Hand Towel, Bathroom, Smoke detector, Satellite/cable channels, Private entrance, Sewing kit, Clothes rack, Seating area, Hair dryer, Slippers, DVD/CD player,",Studio
61,"Free toiletries, Shower, Hand Towel, Bathroom, Smoke detector, Satellite/cable channels, Private entrance, Sewing kit, Clothes rack, Seating area, Hair dryer, Slippers, DVD/CD player,",Studio
61,"Free toiletries, Shower, Hand Towel, Bathroom, Smoke detector, Satellite/cable channels, Private entrance, Sewing kit, Clothes rack, Seating area, Hair dryer, Slippers, DVD/CD player,",Studio
61,"Free toiletries, Shower, Hand Towel, Bathroom, Smoke detector, Satellite/cable channels, Private entrance, Sewing kit, Clothes rack, Seating area, Hair dryer, Slippers, DVD/CD player,",Studio
62,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, DVD/CD player, Kitchen, Dishwasher, Wi-Fi [charges apply], Refrigerator,",Triple Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, DVD/CD player, Kitchen, Dishwasher, Wi-Fi [charges apply], Refrigerator,",Triple Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, DVD/CD player, Kitchen, Dishwasher, Wi-Fi [charges apply], Refrigerator,",Triple Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, DVD/CD player, Kitchen, Dishwasher, Wi-Fi [charges apply], Refrigerator,",Triple Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Laptop safe box, DVD/CD player, Kitchen, Dishwasher, Wi-Fi [charges apply], Refrigerator,",Triple Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Carpeting, Additional toilet, Sewing kit, Scale, Electric blanket, High Speed Wireless Internet (wifi), Smoke detector,",Suite
62,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Carpeting, Additional toilet, Sewing kit, Scale, Electric blanket, High Speed Wireless Internet (wifi), Smoke detector,",Suite
62,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Carpeting, Additional toilet, Sewing kit, Scale, Electric blanket, High Speed Wireless Internet (wifi), Smoke detector,",Suite
62,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Carpeting, Additional toilet, Sewing kit, Scale, Electric blanket, High Speed Wireless Internet (wifi), Smoke detector,",Suite
62,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Carpeting, Additional toilet, Sewing kit, Scale, Electric blanket, High Speed Wireless Internet (wifi), Smoke detector,",Suite
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, Humidifier, Seating area, Cleaning products, Desk, Mirror, Free bottled water, Smoke detector, Shoeshine kit,",Hollywood Twin Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Free bottled water, Laptop safe box, High chair, Wi-Fi in public areas, Wake-up service, Carpeting, Clothes rack, Shoeshine kit,",Quad Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Free bottled water, Laptop safe box, High chair, Wi-Fi in public areas, Wake-up service, Carpeting, Clothes rack, Shoeshine kit,",Quad Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Free bottled water, Laptop safe box, High chair, Wi-Fi in public areas, Wake-up service, Carpeting, Clothes rack, Shoeshine kit,",Quad Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Free bottled water, Laptop safe box, High chair, Wi-Fi in public areas, Wake-up service, Carpeting, Clothes rack, Shoeshine kit,",Quad Room
62,"Free toiletries, Shower, Hand Towel, Bathroom, High Speed Wireless Internet (wifi), Free bottled water, Laptop safe box, High chair, Wi-Fi in public areas, Wake-up service, Carpeting, Clothes rack, Shoeshine kit,",Quad Room
63,"Free toiletries, Shower, Hand Towel, Bathroom, Additional bathroom, Dishwasher, Slippers, Internet access – wireless, Closet, Fan,",President Suite
63,"Free toiletries, Shower, Hand Towel, Bathroom, Additional bathroom, Dishwasher, Slippers, Internet access – wireless, Closet, Fan,",President Suite
63,"Free toiletries, Shower, Hand Towel, Bathroom, Additional bathroom, Dishwasher, Slippers, Internet access – wireless, Closet, Fan,",President Suite
63,"Free toiletries, Shower, Hand Towel, Bathroom, Additional bathroom, Dishwasher, Slippers, Internet access – wireless, Closet, Fan,",President Suite
63,"Free toiletries, Shower, Hand Towel, Bathroom, Additional bathroom, Dishwasher, Slippers, Internet access – wireless, Closet, Fan,",President Suite
63,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Additional toilet, Sewing kit, Carpeting, Seating area, Desk,",Twin Double Room
63,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Additional toilet, Sewing kit, Carpeting, Seating area, Desk,",Twin Double Room
63,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Additional toilet, Sewing kit, Carpeting, Seating area, Desk,",Twin Double Room
63,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Additional toilet, Sewing kit, Carpeting, Seating area, Desk,",Twin Double Room
63,"Free toiletries, Shower, Hand Towel, Bathroom, iPod docking station, Additional toilet, Sewing kit, Carpeting, Seating area, Desk,",Twin Double Room
63,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Wi-Fi [charges apply], Closet, Fire extinguisher, Electric blanket, Wake-up service, Heating, LCD / LED Television with Satellite Channels, Blackout curtains,",Apartments
63,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Wi-Fi [charges apply], Closet, Fire extinguisher, Electric blanket, Wake-up service, Heating, LCD / LED Television with Satellite Channels, Blackout curtains,",Apartments
63,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Wi-Fi [charges apply], Closet, Fire extinguisher, Electric blanket, Wake-up service, Heating, LCD / LED Television with Satellite Channels, Blackout curtains,",Apartments
63,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Wi-Fi [charges apply], Closet, Fire extinguisher, Electric blanket, Wake-up service, Heating, LCD / LED Television with Satellite Channels, Blackout curtains,",Apartments
63,"Free toiletries, Shower, Hand Towel, Bathroom, Separate dining area, Wi-Fi [charges apply], Closet, Fire extinguisher, Electric blanket, Wake-up service, Heating, LCD / LED Television with Satellite Channels, Blackout curtains,",Apartments
64,"Free toiletries, Shower, Hand Towel, Bathroom, Ironing facilities, Video game console, Additional toilet, Air purifier, Free instant coffee, iPod docking station, Refrigerator, Shoeshine kit, Internet access – wireless, Kitchenware,",Studio
